epoch,acc,loss,lr,val_acc,val_loss,val_macc,val_sensitivity,val_specificity
0,0.83051998820830286,0.33795554479258105,0.00094762921799,0.66514134659184321,0.6499602193812517,0.611111111111,0.362573099415,0.859649122807
1,0.85121954345701289,0.29330472062284679,0.000961480662227,0.80445393554461742,0.48800598949539437,0.815789473684,0.748538011696,0.883040935673
2,0.86554901885466229,0.27773194474030216,0.000896196754184,0.80242017486702988,0.48288376644808317,0.824561403509,0.719298245614,0.929824561404
3,0.87148331859371198,0.27061918129628637,0.000823974376544,0.80435224739012257,0.47655039146551642,0.827485380117,0.713450292398,0.941520467836
4,0.87275220773970608,0.26486031716162745,0.000758662063163,0.81401260952069943,0.47853229759468985,0.845029239766,0.766081871345,0.923976608187
5,0.87577703438970544,0.26084758516697704,0.000701894052327,0.82407972349343761,0.44888653828163372,0.862573099415,0.824561403509,0.900584795322
6,0.87669986285819979,0.25929203578270432,0.000652739021461,0.84136668721034757,0.42783603913444124,0.865497076023,0.842105263158,0.888888888889
7,0.87878904397610391,0.25630536052026542,0.000609936891124,0.80404718344789083,0.48550641718848053,0.83918128655,0.748538011696,0.929824561404
8,0.87980159187987339,0.25431946817085477,0.000572379853111,0.81472442565663505,0.44580941622289233,0.830409356725,0.74269005848,0.918128654971
9,0.88021173786621043,0.25435453709104389,0.000539173255675,0.80262355115177531,0.4709413181903257,0.815789473684,0.713450292398,0.918128654971
10,0.88187795593494056,0.25078055808030503,0.000509606441483,0.83394346154509513,0.43077431303385144,0.859649122807,0.812865497076,0.906432748538
11,0.88305712564718741,0.24933619117633224,0.000483113428345,0.82591010786203534,0.43394970693844276,0.847953216374,0.783625730994,0.912280701754
12,0.88374924699760316,0.24858574027408312,0.000459238624899,0.8333333334060663,0.43109636035105164,0.862573099415,0.812865497076,0.912280701754
13,0.88491559964624911,0.24576654129889697,0.000437612441601,0.82621517205883244,0.43256967872811547,0.853801169591,0.766081871345,0.941520467836
14,0.88865818177233824,0.2423707209896579,0.00041793147102,0.80587756782861075,0.47969175732296998,0.821637426901,0.690058479532,0.953216374269
15,0.88904269363452926,0.24079612060210387,0.000399944517994,0.81228391316113058,0.45303994054586538,0.83918128655,0.730994152047,0.947368421053
16,0.88970918086232686,0.24028043561818679,0.00038344191853,0.79723408590954492,0.48133432394348558,0.809941520468,0.666666666667,0.953216374269
17,0.890157778034119,0.23958626136328318,0.000368247245206,0.81330079325142013,0.46261966252274839,0.842105263158,0.736842105263,0.947368421053
18,0.89088835057228177,0.23752745768791989,0.00035421087523,0.81747000210649334,0.45287545986181116,0.833333333333,0.713450292398,0.953216374269
19,0.89093961882057393,0.23753048206232524,0.000341205304721,0.83262151727013067,0.42039805969372257,0.859649122807,0.777777777778,0.941520467836
20,0.8914266671801131,0.23715498444198135,0.000329120899551,0.8071995121035751,0.47017607002698819,0.833333333333,0.713450292398,0.953216374269
21,0.89247766627086567,0.23578912875360819,0.000317863217788,0.84309538356991642,0.40331187527433554,0.868421052632,0.818713450292,0.918128654971
22,0.89354148242139941,0.23489403607097514,0.000307350244839,0.82479153964149532,0.43139770599898464,0.845029239766,0.736842105263,0.953216374269
23,0.89391317722228125,0.23440780356743912,0.000297510414384,0.82804555643955235,0.43468209773071759,0.847953216374,0.748538011696,0.947368421053
24,0.89260583689006801,0.23392374182585954,0.000288281036774,0.83872279853919718,0.40955673125893549,0.859649122807,0.789473684211,0.929824561404
25,0.89361838479383759,0.23338594859923209,0.000279607076664,0.80841976835738849,0.47459632021299047,0.821637426901,0.695906432749,0.947368421053
26,0.89368247010496671,0.23340265535006202,0.000271439872449,0.82397803546016435,0.43100598941179996,0.833333333333,0.72514619883,0.941520467836
27,0.89291344637982084,0.23300308282899929,0.000263736234047,0.85173886536776067,0.38793365948715902,0.868421052632,0.80701754386,0.929824561404
28,0.89354148242139941,0.23235438578110112,0.000256457773503,0.83099450893171289,0.42009577638332696,0.847953216374,0.754385964912,0.941520467836
29,0.8944258597052025,0.23146956611285596,0.000249570293818,0.8428920073942705,0.39851414117388595,0.87134502924,0.830409356725,0.912280701754
30,0.89500262749772497,0.23166520665007545,0.000243043061346,0.83628228603157062,0.40911867142857056,0.859649122807,0.777777777778,0.941520467836
31,0.89479755450455645,0.23085755980032438,0.000236848558416,0.83953630270840607,0.40468897673083387,0.862573099415,0.783625730994,0.941520467836
32,0.89522051755373044,0.23070059488679612,0.000230961974012,0.82896074849656864,0.41715120251116433,0.842105263158,0.736842105263,0.947368421053
33,0.89496417631226988,0.23049879003163326,0.000225360883633,0.83801098251236095,0.41466166969568286,0.853801169591,0.777777777778,0.929824561404
34,0.89529741992616863,0.22971892652008027,0.000220025045564,0.82143583482228721,0.44517148020022862,0.83918128655,0.72514619883,0.953216374269
35,0.89566911472552257,0.22918147231000585,0.00021493602253,0.82570673183185528,0.44074203407186208,0.845029239766,0.748538011696,0.941520467836
36,0.89514361518129226,0.23003699804079336,0.00021007709438,0.8333333334060663,0.41658430746537728,0.862573099415,0.783625730994,0.941520467836
37,0.89542559054766291,0.22944279815442295,0.000205432996154,0.84736628033704142,0.39590502656861393,0.874269005848,0.801169590643,0.947368421053
38,0.89670729675420213,0.22880335288496326,0.000200989787118,0.82041895471987547,0.44626032218309786,0.842105263158,0.74269005848,0.941520467836
39,0.89645095551274145,0.22912346163664302,0.000196734705241,0.83719747820980839,0.4113845760978187,0.856725146199,0.783625730994,0.929824561404
40,0.89561784647799447,0.22977589216502556,0.000192656050785,0.81889363453595265,0.4420377759125409,0.83918128655,0.719298245614,0.959064327485
41,0.89706617449148307,0.22921288462588238,0.000188743098988,0.81126703294961944,0.4654903434109392,0.827485380117,0.707602339181,0.947368421053
42,0.8961561630842978,0.2288852643342513,0.00018498589634,0.81380923335717559,0.45432438879586923,0.830409356725,0.695906432749,0.964912280702
43,0.89682265031209552,0.22726202170135479,0.000181375376997,0.83099450893171289,0.42007044163483875,0.850877192982,0.74269005848,0.959064327485
44,0.89689955268529764,0.22820881127094939,0.000177903100848,0.82723205227034347,0.43215655712897588,0.847953216374,0.736842105263,0.959064327485
45,0.8965919431955448,0.22802980932541742,0.000174561268068,0.82367297140883311,0.43805134492038539,0.83918128655,0.719298245614,0.959064327485
46,0.89654067494648881,0.22670118755552052,0.00017134269001,0.8214358349435088,0.44089173929694225,0.836257309942,0.719298245614,0.953216374269
47,0.8976557593468425,0.22618493626808048,0.000168240629137,0.83953630258718448,0.40903255327072285,0.865497076023,0.789473684211,0.941520467836
48,0.89584855359454507,0.22829994983582266,0.000165248900885,0.81665649794940665,0.44611018549712278,0.833333333333,0.713450292398,0.953216374269
49,0.89634841901539331,0.22779771207153465,0.00016236169904,0.83455358967200177,0.41615126670794877,0.856725146199,0.766081871345,0.947368421053
50,0.89756603991309525,0.22639105993205771,0.00015957368305,0.82662192414343683,0.43100794819928973,0.847953216374,0.760233918129,0.93567251462
51,0.89707899155432003,0.22730543172294837,0.000156879774295,0.84319707134862443,0.39816914097865663,0.859649122807,0.789473684211,0.929824561404
52,0.89724561336050546,0.22588217006175856,0.000154275345267,0.8211307707467117,0.44199251754026431,0.847953216374,0.74269005848,0.953216374269
53,0.89846323425820751,0.22578374887203831,0.000151755943079,0.83943461454178903,0.40587341376611169,0.87134502924,0.812865497076,0.929824561404
54,0.89765575934760644,0.22470712730193659,0.000149317536852,0.8321130771643751,0.41727411535144071,0.847953216374,0.74269005848,0.953216374269
55,0.89888619730585351,0.22413251762483583,0.000146956226672,0.83526540582005948,0.41461562361808385,0.850877192982,0.766081871345,0.93567251462
56,0.89818125889183686,0.22431478831419091,0.000144668447319,0.82285946723962422,0.43441137631315996,0.83918128655,0.72514619883,0.953216374269
57,0.89919380679560634,0.22378139390868626,0.000142450808198,0.84401057551783321,0.3926970692567765,0.868421052632,0.795321637427,0.941520467836
58,0.89888619730585351,0.22448946901952166,0.000140300122439,0.83912955062380157,0.40011463926463731,0.859649122807,0.777777777778,0.941520467836
59,0.8990271849894208,0.22393600520047016,0.000138213421451,0.84146837511027706,0.40144087362391256,0.859649122807,0.771929824561,0.947368421053
60,0.89823252714089286,0.2232340105248754,0.000136187867611,0.83241814110660683,0.41410341008039953,0.847953216374,0.74269005848,0.953216374269
61,0.89757885697440432,0.2242625065012179,0.000134220841574,0.84218019125833488,0.39601126819006527,0.865497076023,0.801169590643,0.929824561404
62,0.89898873380243782,0.22285032513901892,0.000132309825858,0.8375025422853839,0.40120678809459115,0.856725146199,0.777777777778,0.93567251462
63,0.89966803809230844,0.22105266675200735,0.000130452463054,0.84350213553329922,0.38911771880209339,0.868421052632,0.80701754386,0.929824561404
64,0.90002691583111727,0.22139160696128843,0.000128646526719,0.83455358967200177,0.40559283879130792,0.847953216374,0.760233918129,0.93567251462
65,0.89898873380396571,0.2209410629221612,0.000126889906824,0.84268863124286886,0.3932453818984431,0.859649122807,0.783625730994,0.93567251462
66,0.89864267312646595,0.22187671044054319,0.000125180609757,0.83343502143933956,0.41220604351636281,0.850877192982,0.754385964912,0.947368421053
67,0.90064213480985889,0.22075913759430382,0.000123516758322,0.83465527769315284,0.40648474791275674,0.859649122807,0.760233918129,0.959064327485
68,0.8997705745896567,0.22063812558749765,0.000121896555356,0.84350213541207775,0.38763759885712906,0.874269005848,0.812865497076,0.93567251462
69,0.89952705041026904,0.2223374026265254,0.000120318298286,0.82682530006451749,0.427169689667317,0.850877192982,0.748538011696,0.953216374269
