epoch,acc,loss,lr,val_acc,val_loss,val_macc,val_sensitivity,val_specificity
0,0.85256246487758469,0.30186024116791238,0.00104060210288,0.77316894789447532,0.4841550226844773,0.75730994152,0.590643274854,0.923976608187
1,0.88495733483519512,0.25101136543310865,0.00118346640375,0.81005119635336154,0.43819482305831836,0.836257309942,0.766081871345,0.906432748538
2,0.89488273466146873,0.23296539308583691,0.00122226856183,0.85591892183617901,0.37442566868703625,0.891812865497,0.877192982456,0.906432748538
3,0.90033723366509655,0.2247717574982655,0.00123342836741,0.84505276360017056,0.39180650550448998,0.880116959064,0.830409356725,0.929824561404
4,0.9034157682315469,0.21920938561351413,0.00123667821754,0.86448646958077813,0.35855541668545055,0.883040935673,0.853801169591,0.912280701754
5,0.90548515661535989,0.21392612986654541,0.0012376208324,0.84202277716418539,0.38780619023910151,0.880116959064,0.830409356725,0.929824561404
6,0.90798886107299603,0.20980243964636491,0.00123788684141,0.86208337691744197,0.34775744072011666,0.883040935673,0.883040935673,0.883040935673
7,0.90871697920392414,0.20627783712396147,0.00123795459513,0.86281475294297694,0.36315965761137958,0.900584795322,0.865497076023,0.93567251462
8,0.91224260385568468,0.20371389959623656,0.00123796367552,0.86877024352469545,0.34578495871160064,0.915204678363,0.912280701754,0.918128654971
9,0.91228092585969034,0.20096204899894646,0.00123795552645,0.86887472577135383,0.37641850979197872,0.906432748538,0.877192982456,0.93567251462
10,0.91383935414948669,0.19984481268110349,0.00123794260435,0.88099467149661159,0.31221239021387159,0.909356725146,0.93567251462,0.883040935673
11,0.91489959634761686,0.19728231257827322,0.00123792793602,0.87535262779810374,0.3404319569267657,0.912280701754,0.912280701754,0.912280701754
12,0.91551274845739128,0.19590700664218935,0.00123791291844,0.85424720515478447,0.35647179842892018,0.909356725146,0.888888888889,0.929824561404
13,0.91620254458431372,0.19412683884341353,0.00123789790086,0.88841291409826195,0.32090312951212208,0.915204678363,0.93567251462,0.894736842105
14,0.91773542486331816,0.19144881209759732,0.00123788288329,0.87681537986162894,0.33251171932363943,0.909356725146,0.900584795322,0.918128654971
15,0.91800367891572243,0.19089736853269421,0.0012378677493,0.87221815905941158,0.34512333098143921,0.909356725146,0.883040935673,0.93567251462
16,0.91764600684686526,0.18939316524546262,0.00123785249889,0.8524710062080485,0.37377994721703811,0.90350877193,0.877192982456,0.929824561404
17,0.92002197128708829,0.1865906900441261,0.00123783748131,0.87399435801237502,0.34022094593465596,0.912280701754,0.906432748538,0.918128654971
18,0.91970262123137347,0.18754029366724104,0.00123782223091,0.86720300913978032,0.34182957722442975,0.912280701754,0.894736842105,0.929824561404
19,0.92083950743751497,0.18488938648792932,0.00123780709691,0.86135200089813457,0.35529033287156153,0.915204678363,0.906432748538,0.923976608187
