epoch,acc,loss,lr,val_acc,val_loss,val_macc,val_sensitivity,val_specificity
0,0.81123856726789634,0.45276018123647177,3.99226200898e-06,0.48030508831244578,0.67720443958798215,0.514619883041,0.0292397660819,1.0
1,0.81869858464053957,0.38655560288204621,4.54035989605e-06,0.5219935221353702,0.63321982028155277,0.535087719298,0.140350877193,0.929824561404
2,0.82181544122013228,0.36434838963203026,4.68922326036e-06,0.56054748725074044,0.59590595044532724,0.567251461988,0.239766081871,0.894736842105
3,0.82683562414080036,0.35119312888337878,4.73203817819e-06,0.57224950374648709,0.58813585907846722,0.581871345029,0.27485380117,0.888888888889
4,0.83018241275356397,0.34118106123264613,4.74450598631e-06,0.59105631598558384,0.57399812057067856,0.59649122807,0.304093567251,0.888888888889
5,0.83475550560110412,0.33199571264544819,4.74812259199e-06,0.61947549893407405,0.55825769389364466,0.62865497076,0.368421052632,0.888888888889
6,0.84019723059629048,0.32445643851280848,4.74914349979e-06,0.62835649359302204,0.55188969032677992,0.631578947368,0.368421052632,0.894736842105
7,0.84424658934441799,0.31804099800663327,4.74940316053e-06,0.65301431409244737,0.53836976389515778,0.643274853801,0.391812865497,0.894736842105
8,0.84786163200958586,0.31204301865926448,4.74943772133e-06,0.65834291089528929,0.53365414759268548,0.657894736842,0.421052631579,0.894736842105
9,0.85184712073987023,0.30702707017791647,4.74940634376e-06,0.6864486469730241,0.51798971115814185,0.701754385965,0.502923976608,0.900584795322
10,0.85428695518879971,0.3027124016720214,4.74935723105e-06,0.72030090901460808,0.50158682648334219,0.730994152047,0.561403508772,0.900584795322
11,0.85933268611721425,0.29729096669058253,4.74930129712e-06,0.70389718944507507,0.50581671501038006,0.722222222222,0.526315789474,0.918128654971
12,0.85963926217362419,0.293767782240066,4.74924354421e-06,0.72395778917342113,0.49520373388948941,0.74269005848,0.561403508772,0.923976608187
13,0.86375249093350392,0.28846646561266165,4.7491857913e-06,0.7467349284545417,0.48112616584089507,0.763157894737,0.608187134503,0.918128654971
14,0.86666496346939881,0.28533648184327559,4.74912803838e-06,0.75279490127669102,0.47490781260413595,0.771929824561,0.625730994152,0.918128654971
15,0.86813397373665113,0.28192441597992823,4.74906983072e-06,0.7652282938353383,0.46775844664848182,0.795321637427,0.666666666667,0.923976608187
16,0.86971795002810282,0.27900835206850838,4.74901162306e-06,0.75686971060896657,0.47074657560901922,0.780701754386,0.625730994152,0.93567251462
17,0.87271984058045071,0.27380791552120037,4.74895387015e-06,0.75572040542242436,0.46829174876698831,0.777777777778,0.619883040936,0.93567251462
18,0.8750958050237192,0.27132120066235826,4.74889520774e-06,0.76543725841584198,0.46197380547911604,0.801169590643,0.66081871345,0.941520467836
19,0.87582392315160185,0.26952878960212834,4.74883700008e-06,0.76919862086490687,0.45870374426636473,0.801169590643,0.66081871345,0.941520467836
